¦w¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¦w¥­°Ï¤å¥­¸ô181~210¸¹,28.58,°Ó,,,1070403,¤g¦a1«Øª«1¨®¦ì2,¤G¤Q¼h,¤G¤Q¤@¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,960815,373.22,4,1,3,¦³,¦³,24500000,65645,©Y¹D¥­­±,48.44,0,,RPPNMLLMNHNFFAD67CA
¤¤¦è°Ï,¤g¦a,°p¤ý¯¨¬q601~630¦a¸¹,246.71,°Ó,,,1070222,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0,0,0,0,¦³,µL,38000000,154027,,0,0,,RPQQMLOJOHNFFAD18CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥_°Ïªøºa¸ô¥|¬q31«Ñ1~30¸¹,40.91,¦í,,,1070407,¤g¦a2«Øª«1¨®¦ì0,¤­¼h¡A§¨¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,731224,154.11,3,3,2,¦³,¦³,4150000,26929,,0,0,,RPTOMLRJOHNFFAD58CA
¦w«n°Ï,¤g¦a,²WªF¬q721~750¦a¸¹,13.33,¨ä¥L,,,1070503,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0,0,0,0,¦³,µL,84680,6353,,0,0,,RPPNMLOKNHNFFBD87CA
¦w«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w«n°Ïªø¦w¨½ªø·Ë¸ô¤T¬q91~120¸¹,66.15,¦í,,,1070424,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,820225,89.04,4,2,3,¦³,µL,6600000,74124,,0,0,,RPXNMLRKNHNFFBD98CA
¦w«n°Ï,¤g¦a,®ü¦è¬q451~480¦a¸¹,4754.02,¹A,,,1070312,¤g¦a20«Øª«0¨®¦ì0,,,¨ä¥L,,,,0,0,0,0,¦³,µL,20133260,4235,,0,0,,RPPOMLLLNHNFFBD77CA
¦w«n°Ï,¤g¦a,¬â±[¬q391~420¦a¸¹,3068.15,¨ä¥L,,,1070305,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0,0,0,0,¦³,µL,15000000,4889,,0,0,,RPUOMLLLNHNFFBD28CA
¦w«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w«n°Ï¸q¦wµó1~30¸¹,417.4,¦í,,,1070213,¤g¦a7«Øª«3¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í°Ó¥Î,¥[±j¿j³y,711022,430.02,2,7,3,¦³,µL,16300000,37905,,0,0,,RPPNMLRLNHNFFBD28CA
¦w«n°Ï,¤g¦a,¦{«n¬q1591~1620¦a¸¹,772.28,¦í,,,1070309,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0,0,0,0,¦³,µL,51394200,66549,,0,0,,RPRNMLTLNHNFFBD68CA
¦w«n°Ï,¤g¦a,¦w©M¬q601~630¦a¸¹,431.47,¤u,,,1070403,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0,0,0,0,¦³,µL,19650000,45542,,0,0,(¥]§t)¤½¦@³]¬I«O¯d¦a¤§¥æ©ö¡C;¤½¦@³]¬I«O¯d¦a¨C©W8¸U¤¸¤u·~°Ï¨C©W15¸U7000¤¸,RPROMLOJOHNFFBD18CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï¸Î¸q¸ô271~300¸¹,99.27,¦í,,,1070403,¤g¦a2«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤gºc³y,1030519,246.91,4,2,4,¦³,µL,17500000,70876,,0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPSNMLMKNHNFFCD08CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï¤¤µØªF¸ô¤G¬q151~180¸¹,2.96,°Ó,,,1070408,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,970229,33.89,1,0,1,¦³,¦³,1600000,47212,,0,0,,RPTNMLMKNHNFFCD18CA
ªF°Ï,¤g¦a,¸ÎªF¬q1111~1140¦a¸¹,169.36,¦í,,,1070427,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0,0,0,0,¦³,µL,15000000,88569,,0,0,,RPUNMLMKNHNFFCD28CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«ªF°Ï¤¤µØªF¸ô¤G¬q243«Ñ31~60¸¹,21.33,¦í,,,1070421,¤g¦a1«Øª«1¨®¦ì1,¤G¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,841111,142.01,3,2,2,¦³,¦³,5000000,35209,©Y¹D¥­­±,0,0,,RPUOMLOKNHNFFCD58CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï±R©ú¸ô121~150¸¹,11.11,¦í,,,1070416,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h¡AÃM¼Ó,¤Q¤»¼h,©±­±(©±¾Q),¦í°Ó¥Î,¿ûµ¬²V¾®¤gºc³y,850203,116.25,0,2,2,¦³,¦³,10300000,88602,,0,0,,RPVOMLOKNHNFFCD68CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ïªøºa¸ô¤@¬q241~270¸¹,3.06,°Ó,,,1070429,¤g¦a2«Øª«1¨®¦ì0,¤C¼h,¤Q¤G¼h,®M©Ð(1©Ð1ÆU1½Ã),°Ó·~¥Î,¿ûµ¬²V¾®¤gºc³y,821216,36.28,1,0,1,¦³,¦³,1000000,27563,,0,0,,RPQNMLPKNHNFFCD18CA
ªF°Ï,¤g¦a,¦Û¥Ñ¬q1~30¦a¸¹,124.48,¦í,,,1070413,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0,0,0,0,¦³,µL,9800000,78728,,0,0,,RPOOMLQKNHNFFCD18CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«ªF°Ï±Rµ½¨½±Rµ½¤Kµó61~90¸¹,19.77,¦í,,,1070402,¤g¦a1«Øª«1¨®¦ì1,¤K¼h,¤K¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,850727,131.58,3,2,1,¦³,¦³,5260000,39976,©Y¹D¥­­±,0,0,,RPOPMLRKNHNFFCD38CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï¼yªFµó87«Ñ1~30¸¹,39.4,¦í,,,1070501,¤g¦a4«Øª«1¨®¦ì0,¤@¼h¡A§¨¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,840503,108.56,4,1,3,¦³,¦³,5500000,50663,,0,0,,RPQNMLLLNHNFFCD87CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï¼yªFµó87«Ñ1~30¸¹,33.6,¦í,,,1070426,¤g¦a2«Øª«2¨®¦ì0,¤@¼h¡A§¨¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í°Ó¥Î,¿ûµ¬²V¾®¤gºc³y,840811,135.78,6,2,3,¦³,¦³,5800000,42716,,0,0,,RPRNMLLLNHNFFCD97CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«ªF°Ï±Rµ½¤­µó7«Ñ1~30¸¹,21.74,¦í,,,1070330,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,951122,100.06,1,2,1,¦³,¦³,5300000,52968,©Y¹D¥­­±,20.66,0,,RPTNMLLLNHNFFCD18CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï±R¤å¨½±R¼w¤G¤Qµó31~60¸¹,106,¦í,,,1070420,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,791126,314.28,7,2,6,¦³,µL,12500000,39773,,0,0,,RPVNMLNLNHNFFCD58CA
ªF°Ï,¤g¦a,¼w°ª¬q151~180¦a¸¹,11.35,¨ä¥L,,,1070502,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0,0,0,0,¦³,µL,470000,41410,,0,0,,RPROMLPLNHNFFCD48CA
ªF°Ï,¤g¦a,¼w°ª¬q151~180¦a¸¹,122.67,¦í,,,1070502,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0,0,0,0,¦³,µL,11130000,90731,,0,0,,RPSOMLPLNHNFFCD58CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï¸Î¹A¸ô931~960¸¹,99.12,¦í,,,1070423,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,950117,253.1,4,3,6,¦³,µL,15500000,61241,,0,0,,RPOPMLOLNHNFFCD18CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°ÏªL´Ë¸ô¤@¬q121~150¸¹,12.69,¦í,,,1070403,¤g¦a1«Øª«1¨®¦ì0,¤Q¤­¼h,¤Q¤»¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,820609,151.99,3,2,2,¦³,¦³,5500000,36187,,0,0,,RPSNMLPJOHNFFCD38CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï¸ÎÂ×µó214«Ñ61~90¸¹,41.87,¦í,,,1070323,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,690726,124.51,5,2,2,¦³,µL,3160000,25379,,0,0,,RPOQMLQJOHNFFCD38CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥««n°Ï¤ô¥æªÀ¸ô20«Ñ1~30¸¹,15.19,¦í,,,1070427,¤g¦a3«Øª«1¨®¦ì0,¥|¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤gºc³y,1051201,87.18,2,1,1,¦³,¦³,4200000,48176,,0,0,§t¥¼¹j¶¡¤@©Ð,RPQNMLRJOHNFFCD38CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°ÏªF©M¸ô159«Ñ1~30¸¹,32.5,¦í,,,1070302,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,691220,81.56,4,2,2,¦³,µL,2000000,24522,,0,0,,RPUNMLKKOHNFFCD18CA
·sÀç°Ï,¤g¦a,ÅK½u¾ô¬q541~570¦a¸¹,2177,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1070427,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0,0,0,0,¦³,µL,2380000,1093,,0,0,,RPTNMLPKNHNFFDD58CA
·sÀç°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«·sÀç°Ï«n¿³¨½«Ø·~¸ô157«Ñ1~30¸¹,106.53,¦í,,,1070323,¤g¦a3«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,681210,106.26,4,1,3,¦³,µL,2500000,23527,,0,0,,RPVNMLPKNHNFFDD78CA
·sÀç°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«·sÀç°Ï«n¯Èµó117«Ñ1~30¸¹,24.53,¦í,,,1070420,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h¡AÃM¼Ó,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,840119,126.66,2,2,2,¦³,¦³,3000000,23685,,0,0,,RPWNMLPKNHNFFDD88CA
¥Õªe°Ï,¤g¦a,ªeªF¬q661~690¦a¸¹,3757,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1070409,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0,0,0,0,¦³,µL,2900000,772,,0,0,,RPPNMLPKNHNFFED28CA
¥Õªe°Ï,¤g¦a,®üÂ×­í¬q1291~1320¦a¸¹,867,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1070503,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0,0,0,0,¦³,µL,1127100,1300,,0,0,,RPRNMLPKNHNFFED48CA
¥Õªe°Ï,¤g¦a,®üÂ×­í¬q1291~1320¦a¸¹,2353,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1070503,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0,0,0,0,¦³,µL,3058900,1300,,0,0,,RPSNMLPKNHNFFED58CA
«á¾À°Ï,¤g¦a,³»¥­¬q481~510¦a¸¹,804.87,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1070326,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0,0,0,0,¦³,µL,6200000,7703,,0,0,,RPUNMLPKNHNFFED78CA
¥Õªe°Ï,¤g¦a,ªeªF¬q661~690¦a¸¹,3378,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1070430,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0,0,0,0,¦³,µL,3378000,1000,,0,0,,RPWNMLPKNHNFFED98CA
«á¾À°Ï,¤g¦a,¦Ë³ò«á¬q1591~1620¦a¸¹,1147.14,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1070326,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0,0,0,0,¦³,µL,440000,384,,0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPQNMLNLNHNFFED28CA
©x¥Ð°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«©x¥Ð°Ï¤GÂí¨½¤GÂí61~90¸¹,102.72,¹A,,,1070407,¤g¦a3«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,1041215,191.03,3,2,4,¦³,µL,5950000,31147,,0,0,,RPQNMLPKNHNFFFD48CA
³Â¨§°Ï,¤g¦a,°ñÀY¬q541~570¦a¸¹,466.61,¤u,,,1070424,¤g¦a7«Øª«0¨®¦ì0,,,¨ä¥L,,,,0,0,0,0,¦³,µL,2960000,6344,,0,0,,RPQNMLOKNHNFFFD38CA
±N­x°Ï,¤g¦a,±N­x¬q1621~1650¦a¸¹,1453,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1070426,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0,0,0,0,¦³,µL,610260,420,,0,0,·î¹s¦a©Î¦³¦X¨Ö¨Ï¥Î¤§¥æ©ö¡C,RPPNMLOKNHNFFGD38CA
±N­x°Ï,¤g¦a,«Ñ¤f¬q¤@¤p¬q121~150¦a¸¹,1303,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1070502,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0,0,0,0,¦³,µL,1237850,950,,0,0,,RPQNMLOKNHNFFGD48CA
¨Î¨½°Ï,¤g¦a,¤½¶é¬q1~30¦a¸¹,1639.4,¦í,,,1070403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0,0,0,0,¦³,µL,99000000,60388,,0,0,,RPPNMLPKNHNFFGD48CA
¨Î¨½°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¨Î¨½°Ï«Ø«n¨½·s¥Í¸ô274«Ñ1~30¸¹,178.95,°Ó,,,1070416,¤g¦a3«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,661106,297.26,5,2,3,¦³,µL,8000000,26912,,0,0,¿Ë¤Í¡B¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPSNMLQKNHNFFGD88CA
¦è´ä°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦è´ä°ÏíBªL¨½15¾F¤Ó¦è1~30¸¹,81.63,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1070329,¤g¦a3«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1061219,163.31,4,2,5,¦³,¦³,5860000,35883,,0,0,,RPWNMLSKNHNFFGD86CA
¦è´ä°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦è´ä°ÏíBªL¨½15¾F¤Ó¦è1~30¸¹,107.82,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1070329,¤g¦a3«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1061219,154.72,4,2,5,¦³,¦³,4860000,31412,,0,0,,RPXNMLSKNHNFFGD96CA
¦è´ä°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦è´ä°ÏíBªL¨½15¾F¤Ó¦è1~30¸¹,103.49,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1070329,¤g¦a3«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1061219,154.72,4,2,5,¦³,¦³,5320000,34385,,0,0,,RPPOMLSKNHNFFGD88CA
±N­x°Ï,¤g¦a,©¾¿³¬q781~810¦a¸¹,1485,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1070415,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0,0,0,0,¦³,µL,1950000,1313,,0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPQNMLTKNHNFFGD98CA
±N­x°Ï,¤g¦a,¤s¤lûJ¬q3271~3300¦a¸¹,1058.19,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1070315,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0,0,0,0,¦³,µL,1600000,1512,,0,0,,RPQNMLKLNHNFFGD18CA
¦è´ä°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦è´ä°ÏíBªL¨½15¾F¤Ó¦è1~30¸¹,103.49,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1070329,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1061219,154.72,4,2,5,¦³,¦³,5530000,35742,,0,0,,RPTNMLLLNHNFFGD58CA
